ticket_id,customer_id,product_id,created_date,issue_category,issue_type,priority,contact_channel,first_response_hours,resolution_hours,ticket_status,customer_satisfaction_score,sla_breached_flag,customer_comment
TKT000238,C014,P011,2026-04-15,Technical,App Error,High,Phone,13,25,Resolved,3.7,No,Standard support request
TKT000239,C015,P012,2026-04-20,Order,Order Cancellation,Low,Web,16,35,Resolved,4.4,No,Standard support request
TKT000240,C001,P001,2026-04-25,Product Quality,Defective Product,High,Email,1,27,Resolved,3.0,No,Standard support request
TKT000241,C002,P002,2026-04-30,Delivery,Late Delivery,Medium,Chat,4,37,Resolved,3.7,No,Standard support request
TKT000242,C003,P003,2026-05-05,Payment,Payment Failed,High,Phone,7,47,Resolved,4.4,No,Standard support request
TKT000243,C004,P004,2026-05-10,Account,Login Issue,Medium,Web,10,57,Resolved,3.0,Yes,Standard support request
TKT000244,C005,P005,2026-05-15,Product Information,Wrong Specification,Medium,Email,13,67,Resolved,3.7,Yes,Standard support request
TKT000245,C006,P006,2026-05-20,Refund,Refund Pending,High,Chat,16,77,Resolved,4.4,Yes,Standard support request
TKT000246,C007,P007,2026-05-25,Technical,App Error,High,Phone,1,69,Resolved,3.0,Yes,Standard support request
TKT000247,C008,P008,2026-05-30,Order,Order Cancellation,Low,Web,4,7,Open,3.7,No,Standard support request
TKT000248,C009,P009,2026-06-04,Product Quality,Defective Product,High,Email,7,17,Resolved,4.4,No,Standard support request
TKT000249,C010,P010,2026-06-09,Delivery,Late Delivery,Medium,Chat,10,27,Resolved,3.0,No,Standard support request
TKT000250,C011,P011,2026-06-14,Payment,Payment Failed,High,Phone,13,37,Resolved,3.7,No,Standard support request
TKT000251,C012,P012,2026-06-19,Account,Login Issue,Medium,Web,16,47,Resolved,4.4,No,Standard support request
TKT000252,C013,P001,2026-06-24,Product Information,Wrong Specification,Medium,Email,1,39,Resolved,3.0,No,Standard support request
TKT000253,C014,P002,2026-06-29,Refund,Refund Pending,High,Chat,4,49,Resolved,3.7,Yes,Standard support request
TKT000254,C015,P003,2026-01-04,Technical,App Error,High,Phone,7,59,Resolved,4.4,Yes,Standard support request
TKT000255,C001,P004,2026-01-09,Order,Order Cancellation,Low,Web,10,69,Resolved,3.0,Yes,Standard support request
TKT000256,C002,P005,2026-01-14,Product Quality,Defective Product,High,Email,13,79,Resolved,3.7,Yes,Standard support request
TKT000257,C003,P006,2026-01-19,Delivery,Late Delivery,Medium,Chat,16,89,Resolved,4.4,Yes,Standard support request
TKT000258,C004,P007,2026-01-24,Payment,Payment Failed,High,Phone,1,9,Resolved,3.0,No,Standard support request
TKT000259,C005,P008,2026-01-29,Account,Login Issue,Medium,Web,4,19,Resolved,3.7,No,Standard support request
TKT000260,C006,P009,2026-02-03,Product Information,Wrong Specification,Medium,Email,7,29,Open,4.4,No,Standard support request
TKT000261,C007,P010,2026-02-08,Refund,Refund Pending,High,Chat,10,87,Resolved,1.8,Yes,Customer reported repeated issue
TKT000262,C008,P011,2026-02-13,Technical,App Error,High,Phone,13,49,Resolved,3.7,Yes,Standard support request
TKT000263,C009,P012,2026-02-18,Order,Order Cancellation,Low,Web,16,59,Resolved,4.4,Yes,Standard support request
TKT000264,C010,P001,2026-02-23,Product Quality,Defective Product,High,Email,1,51,Resolved,3.0,Yes,Standard support request
TKT000265,C011,P002,2026-02-28,Delivery,Late Delivery,Medium,Chat,4,61,Resolved,3.7,Yes,Standard support request
TKT000266,C012,P003,2026-03-05,Payment,Payment Failed,High,Phone,7,71,Resolved,4.4,Yes,Standard support request
TKT000267,C013,P004,2026-03-10,Account,Login Issue,Medium,Web,10,81,Resolved,3.0,Yes,Standard support request
TKT000268,C014,P005,2026-03-15,Product Information,Wrong Specification,Medium,Email,13,19,Resolved,3.7,No,Standard support request
TKT000269,C015,P006,2026-03-20,Refund,Refund Pending,High,Chat,16,29,Resolved,4.4,No,Standard support request
TKT000270,C001,P007,2026-03-25,Technical,App Error,High,Phone,1,21,Resolved,3.0,No,Standard support request
TKT000271,C002,P008,2026-03-30,Order,Order Cancellation,Low,Web,4,31,Resolved,3.7,No,Standard support request
TKT000272,C003,P009,2026-04-04,Product Quality,Defective Product,High,Email,7,41,Resolved,4.4,No,Standard support request
TKT000273,C004,P010,2026-04-09,Delivery,Late Delivery,Medium,Chat,10,51,Open,3.0,Yes,Standard support request
TKT000274,C005,P011,2026-04-14,Payment,Payment Failed,High,Phone,13,61,Resolved,3.7,Yes,Standard support request
TKT000275,C006,P012,2026-04-19,Account,Login Issue,Medium,Web,16,71,Resolved,4.4,Yes,Standard support request
TKT000276,C007,P001,2026-04-24,Product Information,Wrong Specification,Medium,Email,1,63,Resolved,3.0,Yes,Standard support request
TKT000277,C008,P002,2026-04-29,Refund,Refund Pending,High,Chat,4,73,Resolved,3.7,Yes,Standard support request
TKT000278,C009,P003,2026-05-04,Technical,App Error,High,Phone,7,11,Resolved,4.4,No,Standard support request
TKT000279,C010,P004,2026-05-09,Order,Order Cancellation,Low,Web,10,21,Resolved,3.0,No,Standard support request
TKT000280,C011,P005,2026-05-14,Product Quality,Defective Product,High,Email,13,31,Resolved,3.7,No,Standard support request
TKT000281,C012,P006,2026-05-19,Delivery,Late Delivery,Medium,Chat,16,41,Resolved,4.4,No,Standard support request
TKT000282,C013,P007,2026-05-24,Payment,Payment Failed,High,Phone,1,33,Resolved,3.0,No,Standard support request
TKT000283,C014,P008,2026-05-29,Account,Login Issue,Medium,Web,4,43,Resolved,3.7,No,Standard support request
TKT000284,C015,P009,2026-06-03,Product Information,Wrong Specification,Medium,Email,7,53,Resolved,4.4,Yes,Standard support request
TKT000285,C001,P010,2026-06-08,Refund,Refund Pending,High,Chat,10,63,Resolved,3.0,Yes,Standard support request
TKT000286,C002,P011,2026-06-13,Technical,App Error,High,Phone,13,73,Open,3.7,Yes,Standard support request
TKT000287,C003,P012,2026-06-18,Order,Order Cancellation,Low,Web,16,83,Resolved,4.4,Yes,Standard support request
TKT000288,C004,P001,2026-06-23,Product Quality,Defective Product,High,Email,1,3,Resolved,3.0,No,Standard support request
TKT000289,C005,P002,2026-06-28,Delivery,Late Delivery,Medium,Chat,4,13,Resolved,3.7,No,Standard support request
TKT000290,C006,P003,2026-01-03,Payment,Payment Failed,High,Phone,7,71,Resolved,3.2,Yes,Customer reported repeated issue
TKT000291,C007,P004,2026-01-08,Account,Login Issue,Medium,Web,10,33,Resolved,3.0,No,Standard support request
TKT000292,C008,P005,2026-01-13,Product Information,Wrong Specification,Medium,Email,13,43,Resolved,3.7,No,Standard support request
TKT000293,C009,P006,2026-01-18,Refund,Refund Pending,High,Chat,16,53,Resolved,4.4,Yes,Standard support request
TKT000294,C010,P007,2026-01-23,Technical,App Error,High,Phone,1,45,Resolved,3.0,No,Standard support request
TKT000295,C011,P008,2026-01-28,Order,Order Cancellation,Low,Web,4,55,Resolved,3.7,Yes,Standard support request
TKT000296,C012,P009,2026-02-02,Product Quality,Defective Product,High,Email,7,65,Resolved,4.4,Yes,Standard support request
TKT000297,C013,P010,2026-02-07,Delivery,Late Delivery,Medium,Chat,10,75,Resolved,3.0,Yes,Standard support request
TKT000298,C014,P011,2026-02-12,Payment,Payment Failed,High,Phone,13,85,Resolved,3.7,Yes,Standard support request
TKT000299,C015,P012,2026-02-17,Account,Login Issue,Medium,Web,16,23,Open,4.4,No,Standard support request
TKT000300,C001,P001,2026-02-22,Product Information,Wrong Specification,Medium,Email,1,15,Resolved,3.0,No,Standard support request
TKT000301,C002,P002,2026-02-27,Refund,Refund Pending,High,Chat,4,25,Resolved,3.7,No,Standard support request
TKT000302,C003,P003,2026-03-04,Technical,App Error,High,Phone,7,35,Resolved,4.4,No,Standard support request
TKT000303,C004,P004,2026-03-09,Order,Order Cancellation,Low,Web,10,45,Resolved,3.0,No,Standard support request
TKT000304,C005,P005,2026-03-14,Product Quality,Defective Product,High,Email,13,55,Resolved,3.7,Yes,Standard support request
TKT000305,C006,P006,2026-03-19,Delivery,Late Delivery,Medium,Chat,16,65,Resolved,4.4,Yes,Standard support request
TKT000306,C007,P007,2026-03-24,Payment,Payment Failed,High,Phone,1,57,Resolved,3.0,Yes,Standard support request
TKT000307,C008,P008,2026-03-29,Account,Login Issue,Medium,Web,4,67,Resolved,3.7,Yes,Standard support request
TKT000308,C009,P009,2026-04-03,Product Information,Wrong Specification,Medium,Email,7,77,Resolved,4.4,Yes,Standard support request
TKT000309,C010,P010,2026-04-08,Refund,Refund Pending,High,Chat,10,15,Resolved,3.0,No,Standard support request
TKT000310,C011,P011,2026-04-13,Technical,App Error,High,Phone,13,25,Resolved,3.7,No,Standard support request
TKT000311,C012,P012,2026-04-18,Order,Order Cancellation,Low,Web,16,35,Resolved,4.4,No,Standard support request
TKT000312,C013,P001,2026-04-23,Product Quality,Defective Product,High,Email,1,27,Open,3.0,No,Standard support request
TKT000313,C014,P002,2026-04-28,Delivery,Late Delivery,Medium,Chat,4,37,Resolved,3.7,No,Standard support request
TKT000314,C015,P003,2026-05-03,Payment,Payment Failed,High,Phone,7,47,Resolved,4.4,No,Standard support request
TKT000315,C001,P004,2026-05-08,Account,Login Issue,Medium,Web,10,57,Resolved,3.0,Yes,Standard support request
TKT000316,C002,P005,2026-05-13,Product Information,Wrong Specification,Medium,Email,13,67,Resolved,3.7,Yes,Standard support request
TKT000317,C003,P006,2026-05-18,Refund,Refund Pending,High,Chat,16,77,Resolved,4.4,Yes,Standard support request
TKT000318,C004,P007,2026-05-23,Technical,App Error,High,Phone,1,69,Resolved,3.0,Yes,Standard support request
TKT000319,C005,P008,2026-05-28,Order,Order Cancellation,Low,Web,4,55,Resolved,2.5,Yes,Customer reported repeated issue
TKT000320,C006,P009,2026-06-02,Product Quality,Defective Product,High,Email,7,17,Resolved,4.4,No,Standard support request
TKT000321,C007,P010,2026-06-07,Delivery,Late Delivery,Medium,Chat,10,27,Resolved,3.0,No,Standard support request
TKT000322,C008,P011,2026-06-12,Payment,Payment Failed,High,Phone,13,37,Resolved,3.7,No,Standard support request
TKT000323,C009,P012,2026-06-17,Account,Login Issue,Medium,Web,16,47,Resolved,4.4,No,Standard support request
TKT000324,C010,P001,2026-06-22,Product Information,Wrong Specification,Medium,Email,1,39,Resolved,3.0,No,Standard support request
TKT000325,C011,P002,2026-06-27,Refund,Refund Pending,High,Chat,4,49,Open,3.7,Yes,Standard support request
TKT000326,C012,P003,2026-01-02,Technical,App Error,High,Phone,7,59,Resolved,4.4,Yes,Standard support request
TKT000327,C013,P004,2026-01-07,Order,Order Cancellation,Low,Web,10,69,Resolved,3.0,Yes,Standard support request
TKT000328,C014,P005,2026-01-12,Product Quality,Defective Product,High,Email,13,79,Resolved,3.7,Yes,Standard support request
TKT000329,C015,P006,2026-01-17,Delivery,Late Delivery,Medium,Chat,16,89,Resolved,4.4,Yes,Standard support request
TKT000330,C001,P007,2026-01-22,Payment,Payment Failed,High,Phone,1,9,Resolved,3.0,No,Standard support request
TKT000331,C002,P008,2026-01-27,Account,Login Issue,Medium,Web,4,19,Resolved,3.7,No,Standard support request
TKT000332,C003,P009,2026-02-01,Product Information,Wrong Specification,Medium,Email,7,29,Resolved,4.4,No,Standard support request
TKT000333,C004,P010,2026-02-06,Refund,Refund Pending,High,Chat,10,39,Resolved,3.0,No,Standard support request
TKT000334,C005,P011,2026-02-11,Technical,App Error,High,Phone,13,49,Resolved,3.7,Yes,Standard support request
TKT000335,C006,P012,2026-02-16,Order,Order Cancellation,Low,Web,16,59,Resolved,4.4,Yes,Standard support request
TKT000336,C007,P001,2026-02-21,Product Quality,Defective Product,High,Email,1,51,Resolved,3.0,Yes,Standard support request
TKT000337,C008,P002,2026-02-26,Delivery,Late Delivery,Medium,Chat,4,61,Resolved,3.7,Yes,Standard support request
TKT000338,C009,P003,2026-03-03,Payment,Payment Failed,High,Phone,7,71,Open,4.4,Yes,Standard support request
TKT000339,C010,P004,2026-03-08,Account,Login Issue,Medium,Web,10,81,Resolved,3.0,Yes,Standard support request
TKT000340,C011,P005,2026-03-13,Product Information,Wrong Specification,Medium,Email,13,19,Resolved,3.7,No,Standard support request
TKT000341,C012,P006,2026-03-18,Refund,Refund Pending,High,Chat,16,29,Resolved,4.4,No,Standard support request
TKT000342,C013,P007,2026-03-23,Technical,App Error,High,Phone,1,21,Resolved,3.0,No,Standard support request
TKT000343,C014,P008,2026-03-28,Order,Order Cancellation,Low,Web,4,31,Resolved,3.7,No,Standard support request
TKT000344,C015,P009,2026-04-02,Product Quality,Defective Product,High,Email,7,41,Resolved,4.4,No,Standard support request
TKT000345,C001,P010,2026-04-07,Delivery,Late Delivery,Medium,Chat,10,51,Resolved,3.0,Yes,Standard support request
TKT000346,C002,P011,2026-04-12,Payment,Payment Failed,High,Phone,13,61,Resolved,3.7,Yes,Standard support request
TKT000347,C003,P012,2026-04-17,Account,Login Issue,Medium,Web,16,71,Resolved,4.4,Yes,Standard support request
TKT000348,C004,P001,2026-04-22,Product Information,Wrong Specification,Medium,Email,1,111,Resolved,1.8,Yes,Customer reported repeated issue
TKT000349,C005,P002,2026-04-27,Refund,Refund Pending,High,Chat,4,73,Resolved,3.7,Yes,Standard support request
TKT000350,C006,P003,2026-05-02,Technical,App Error,High,Phone,7,11,Resolved,4.4,No,Standard support request
TKT000351,C007,P004,2026-05-07,Order,Order Cancellation,Low,Web,10,21,Open,3.0,No,Standard support request
TKT000352,C008,P005,2026-05-12,Product Quality,Defective Product,High,Email,13,31,Resolved,3.7,No,Standard support request
TKT000353,C009,P006,2026-05-17,Delivery,Late Delivery,Medium,Chat,16,41,Resolved,4.4,No,Standard support request
TKT000354,C010,P007,2026-05-22,Payment,Payment Failed,High,Phone,1,33,Resolved,3.0,No,Standard support request
TKT000355,C011,P008,2026-05-27,Account,Login Issue,Medium,Web,4,43,Resolved,3.7,No,Standard support request
TKT000356,C012,P009,2026-06-01,Product Information,Wrong Specification,Medium,Email,7,53,Resolved,4.4,Yes,Standard support request
TKT000357,C013,P010,2026-06-06,Refund,Refund Pending,High,Chat,10,63,Resolved,3.0,Yes,Standard support request
TKT000358,C014,P011,2026-06-11,Technical,App Error,High,Phone,13,73,Resolved,3.7,Yes,Standard support request
TKT000359,C015,P012,2026-06-16,Order,Order Cancellation,Low,Web,16,83,Resolved,4.4,Yes,Standard support request
TKT000360,C001,P001,2026-06-21,Product Quality,Defective Product,High,Email,1,3,Resolved,3.0,No,Standard support request
TKT000361,C002,P002,2026-06-26,Delivery,Late Delivery,Medium,Chat,4,13,Resolved,3.7,No,Standard support request
TKT000362,C003,P003,2026-01-01,Payment,Payment Failed,High,Phone,7,23,Resolved,4.4,No,Standard support request
TKT000363,C004,P004,2026-01-06,Account,Login Issue,Medium,Web,10,33,Resolved,3.0,No,Standard support request
TKT000364,C005,P005,2026-01-11,Product Information,Wrong Specification,Medium,Email,13,43,Open,3.7,No,Standard support request
TKT000365,C006,P006,2026-01-16,Refund,Refund Pending,High,Chat,16,53,Resolved,4.4,Yes,Standard support request
TKT000366,C007,P007,2026-01-21,Technical,App Error,High,Phone,1,45,Resolved,3.0,No,Standard support request
TKT000367,C008,P008,2026-01-26,Order,Order Cancellation,Low,Web,4,55,Resolved,3.7,Yes,Standard support request
TKT000368,C009,P009,2026-01-31,Product Quality,Defective Product,High,Email,7,65,Resolved,4.4,Yes,Standard support request
TKT000369,C010,P010,2026-02-05,Delivery,Late Delivery,Medium,Chat,10,75,Resolved,3.0,Yes,Standard support request
TKT000370,C011,P011,2026-02-10,Payment,Payment Failed,High,Phone,13,85,Resolved,3.7,Yes,Standard support request
TKT000371,C012,P012,2026-02-15,Account,Login Issue,Medium,Web,16,23,Resolved,4.4,No,Standard support request
TKT000372,C013,P001,2026-02-20,Product Information,Wrong Specification,Medium,Email,1,15,Resolved,3.0,No,Standard support request
TKT000373,C014,P002,2026-02-25,Refund,Refund Pending,High,Chat,4,25,Resolved,3.7,No,Standard support request
TKT000374,C015,P003,2026-03-02,Technical,App Error,High,Phone,7,35,Resolved,4.4,No,Standard support request
TKT000375,C001,P004,2026-03-07,Order,Order Cancellation,Low,Web,10,45,Resolved,3.0,No,Standard support request
TKT000376,C002,P005,2026-03-12,Product Quality,Defective Product,High,Email,13,55,Resolved,3.7,Yes,Standard support request
TKT000377,C003,P006,2026-03-17,Delivery,Late Delivery,Medium,Chat,16,113,Open,3.2,Yes,Customer reported repeated issue
TKT000378,C004,P007,2026-03-22,Payment,Payment Failed,High,Phone,1,57,Resolved,3.0,Yes,Standard support request
TKT000379,C005,P008,2026-03-27,Account,Login Issue,Medium,Web,4,67,Resolved,3.7,Yes,Standard support request
TKT000380,C006,P009,2026-04-01,Product Information,Wrong Specification,Medium,Email,7,77,Resolved,4.4,Yes,Standard support request
TKT000381,C007,P010,2026-04-06,Refund,Refund Pending,High,Chat,10,15,Resolved,3.0,No,Standard support request
TKT000382,C008,P011,2026-04-11,Technical,App Error,High,Phone,13,25,Resolved,3.7,No,Standard support request
TKT000383,C009,P012,2026-04-16,Order,Order Cancellation,Low,Web,16,35,Resolved,4.4,No,Standard support request
TKT000384,C010,P001,2026-04-21,Product Quality,Defective Product,High,Email,1,27,Resolved,3.0,No,Standard support request
TKT000385,C011,P002,2026-04-26,Delivery,Late Delivery,Medium,Chat,4,37,Resolved,3.7,No,Standard support request
TKT000386,C012,P003,2026-05-01,Payment,Payment Failed,High,Phone,7,47,Resolved,4.4,No,Standard support request
TKT000387,C013,P004,2026-05-06,Account,Login Issue,Medium,Web,10,57,Resolved,3.0,Yes,Standard support request
TKT000388,C014,P005,2026-05-11,Product Information,Wrong Specification,Medium,Email,13,67,Resolved,3.7,Yes,Standard support request
TKT000389,C015,P006,2026-05-16,Refund,Refund Pending,High,Chat,16,77,Resolved,4.4,Yes,Standard support request
TKT000390,C001,P007,2026-05-21,Technical,App Error,High,Phone,1,69,Open,3.0,Yes,Standard support request
TKT000391,C002,P008,2026-05-26,Order,Order Cancellation,Low,Web,4,7,Resolved,3.7,No,Standard support request
TKT000392,C003,P009,2026-05-31,Product Quality,Defective Product,High,Email,7,17,Resolved,4.4,No,Standard support request
TKT000393,C004,P010,2026-06-05,Delivery,Late Delivery,Medium,Chat,10,27,Resolved,3.0,No,Standard support request
TKT000394,C005,P011,2026-06-10,Payment,Payment Failed,High,Phone,13,37,Resolved,3.7,No,Standard support request
TKT000395,C006,P012,2026-06-15,Account,Login Issue,Medium,Web,16,47,Resolved,4.4,No,Standard support request
TKT000396,C007,P001,2026-06-20,Product Information,Wrong Specification,Medium,Email,1,39,Resolved,3.0,No,Standard support request
TKT000397,C008,P002,2026-06-25,Refund,Refund Pending,High,Chat,4,49,Resolved,3.7,Yes,Standard support request
TKT000398,C009,P003,2026-06-30,Technical,App Error,High,Phone,7,59,Resolved,4.4,Yes,Standard support request
TKT000399,C010,P004,2026-01-05,Order,Order Cancellation,Low,Web,10,69,Resolved,3.0,Yes,Standard support request
TKT000400,C011,P005,2026-01-10,Product Quality,Defective Product,High,Email,13,79,Resolved,3.7,Yes,Standard support request
TKT000401,C012,P006,2026-01-15,Delivery,Late Delivery,Medium,Chat,16,89,Resolved,4.4,Yes,Standard support request
TKT000402,C013,P007,2026-01-20,Payment,Payment Failed,High,Phone,1,9,Resolved,3.0,No,Standard support request
TKT000403,C014,P008,2026-01-25,Account,Login Issue,Medium,Web,4,19,Open,3.7,No,Standard support request
TKT000404,C015,P009,2026-01-30,Product Information,Wrong Specification,Medium,Email,7,29,Resolved,4.4,No,Standard support request
TKT000405,C001,P010,2026-02-04,Refund,Refund Pending,High,Chat,10,39,Resolved,3.0,No,Standard support request
TKT000406,C002,P011,2026-02-09,Technical,App Error,High,Phone,13,97,Resolved,2.5,Yes,Customer reported repeated issue
TKT000407,C003,P012,2026-02-14,Order,Order Cancellation,Low,Web,16,59,Resolved,4.4,Yes,Standard support request
TKT000408,C004,P001,2026-02-19,Product Quality,Defective Product,High,Email,1,51,Resolved,3.0,Yes,Standard support request
TKT000409,C005,P002,2026-02-24,Delivery,Late Delivery,Medium,Chat,4,61,Resolved,3.7,Yes,Standard support request
TKT000410,C006,P003,2026-03-01,Payment,Payment Failed,High,Phone,7,71,Resolved,4.4,Yes,Standard support request
TKT000411,C007,P004,2026-03-06,Account,Login Issue,Medium,Web,10,81,Resolved,3.0,Yes,Standard support request
TKT000412,C008,P005,2026-03-11,Product Information,Wrong Specification,Medium,Email,13,19,Resolved,3.7,No,Standard support request
TKT000413,C009,P006,2026-03-16,Refund,Refund Pending,High,Chat,16,29,Resolved,4.4,No,Standard support request
TKT000414,C010,P007,2026-03-21,Technical,App Error,High,Phone,1,21,Resolved,3.0,No,Standard support request
TKT000415,C011,P008,2026-03-26,Order,Order Cancellation,Low,Web,4,31,Resolved,3.7,No,Standard support request
TKT000416,C012,P009,2026-03-31,Product Quality,Defective Product,High,Email,7,41,Open,4.4,No,Standard support request
TKT000417,C013,P010,2026-04-05,Delivery,Late Delivery,Medium,Chat,10,51,Resolved,3.0,Yes,Standard support request
TKT000418,C014,P011,2026-04-10,Payment,Payment Failed,High,Phone,13,61,Resolved,3.7,Yes,Standard support request
TKT000419,C015,P012,2026-04-15,Account,Login Issue,Medium,Web,16,71,Resolved,4.4,Yes,Standard support request
TKT000420,C001,P001,2026-04-20,Product Information,Wrong Specification,Medium,Email,1,63,Resolved,3.0,Yes,Standard support request
TKT000421,C002,P002,2026-04-25,Refund,Refund Pending,High,Chat,4,73,Resolved,3.7,Yes,Standard support request
TKT000422,C003,P003,2026-04-30,Technical,App Error,High,Phone,7,11,Resolved,4.4,No,Standard support request
TKT000423,C004,P004,2026-05-05,Order,Order Cancellation,Low,Web,10,21,Resolved,3.0,No,Standard support request
TKT000424,C005,P005,2026-05-10,Product Quality,Defective Product,High,Email,13,31,Resolved,3.7,No,Standard support request
TKT000425,C006,P006,2026-05-15,Delivery,Late Delivery,Medium,Chat,16,41,Resolved,4.4,No,Standard support request
TKT000426,C007,P007,2026-05-20,Payment,Payment Failed,High,Phone,1,33,Resolved,3.0,No,Standard support request
TKT000427,C008,P008,2026-05-25,Account,Login Issue,Medium,Web,4,43,Resolved,3.7,No,Standard support request
TKT000428,C009,P009,2026-05-30,Product Information,Wrong Specification,Medium,Email,7,53,Resolved,4.4,Yes,Standard support request
TKT000429,C010,P010,2026-06-04,Refund,Refund Pending,High,Chat,10,63,Open,3.0,Yes,Standard support request
TKT000430,C011,P011,2026-06-09,Technical,App Error,High,Phone,13,73,Resolved,3.7,Yes,Standard support request
TKT000431,C012,P012,2026-06-14,Order,Order Cancellation,Low,Web,16,83,Resolved,4.4,Yes,Standard support request
TKT000432,C013,P001,2026-06-19,Product Quality,Defective Product,High,Email,1,3,Resolved,3.0,No,Standard support request
TKT000433,C014,P002,2026-06-24,Delivery,Late Delivery,Medium,Chat,4,13,Resolved,3.7,No,Standard support request
TKT000434,C015,P003,2026-06-29,Payment,Payment Failed,High,Phone,7,23,Resolved,4.4,No,Standard support request
TKT000435,C001,P004,2026-01-04,Account,Login Issue,Medium,Web,10,81,Resolved,1.8,Yes,Customer reported repeated issue
TKT000436,C002,P005,2026-01-09,Product Information,Wrong Specification,Medium,Email,13,43,Resolved,3.7,No,Standard support request
TKT000437,C003,P006,2026-01-14,Refund,Refund Pending,High,Chat,16,53,Resolved,4.4,Yes,Standard support request
TKT000438,C004,P007,2026-01-19,Technical,App Error,High,Phone,1,45,Resolved,3.0,No,Standard support request
TKT000439,C005,P008,2026-01-24,Order,Order Cancellation,Low,Web,4,55,Resolved,3.7,Yes,Standard support request
TKT000440,C006,P009,2026-01-29,Product Quality,Defective Product,High,Email,7,65,Resolved,4.4,Yes,Standard support request
TKT000441,C007,P010,2026-02-03,Delivery,Late Delivery,Medium,Chat,10,75,Resolved,3.0,Yes,Standard support request
TKT000442,C008,P011,2026-02-08,Payment,Payment Failed,High,Phone,13,85,Open,3.7,Yes,Standard support request
TKT000443,C009,P012,2026-02-13,Account,Login Issue,Medium,Web,16,23,Resolved,4.4,No,Standard support request
TKT000444,C010,P001,2026-02-18,Product Information,Wrong Specification,Medium,Email,1,15,Resolved,3.0,No,Standard support request
TKT000445,C011,P002,2026-02-23,Refund,Refund Pending,High,Chat,4,25,Resolved,3.7,No,Standard support request
TKT000446,C012,P003,2026-02-28,Technical,App Error,High,Phone,7,35,Resolved,4.4,No,Standard support request
TKT000447,C013,P004,2026-03-05,Order,Order Cancellation,Low,Web,10,45,Resolved,3.0,No,Standard support request
TKT000448,C014,P005,2026-03-10,Product Quality,Defective Product,High,Email,13,55,Resolved,3.7,Yes,Standard support request
TKT000449,C015,P006,2026-03-15,Delivery,Late Delivery,Medium,Chat,16,65,Resolved,4.4,Yes,Standard support request
TKT000450,C001,P007,2026-03-20,Payment,Payment Failed,High,Phone,1,57,Resolved,3.0,Yes,Standard support request
TKT000451,C002,P008,2026-03-25,Account,Login Issue,Medium,Web,4,67,Resolved,3.7,Yes,Standard support request
TKT000452,C003,P009,2026-03-30,Product Information,Wrong Specification,Medium,Email,7,77,Resolved,4.4,Yes,Standard support request
TKT000453,C004,P010,2026-04-04,Refund,Refund Pending,High,Chat,10,15,Resolved,3.0,No,Standard support request
TKT000454,C005,P011,2026-04-09,Technical,App Error,High,Phone,13,25,Resolved,3.7,No,Standard support request
TKT000455,C006,P012,2026-04-14,Order,Order Cancellation,Low,Web,16,35,Open,4.4,No,Standard support request
TKT000456,C007,P001,2026-04-19,Product Quality,Defective Product,High,Email,1,27,Resolved,3.0,No,Standard support request
TKT000457,C008,P002,2026-04-24,Delivery,Late Delivery,Medium,Chat,4,37,Resolved,3.7,No,Standard support request
TKT000458,C009,P003,2026-04-29,Payment,Payment Failed,High,Phone,7,47,Resolved,4.4,No,Standard support request
TKT000459,C010,P004,2026-05-04,Account,Login Issue,Medium,Web,10,57,Resolved,3.0,Yes,Standard support request
TKT000460,C011,P005,2026-05-09,Product Information,Wrong Specification,Medium,Email,13,67,Resolved,3.7,Yes,Standard support request
TKT000461,C012,P006,2026-05-14,Refund,Refund Pending,High,Chat,16,77,Resolved,4.4,Yes,Standard support request
TKT000462,C013,P007,2026-05-19,Technical,App Error,High,Phone,1,69,Resolved,3.0,Yes,Standard support request
TKT000463,C014,P008,2026-05-24,Order,Order Cancellation,Low,Web,4,7,Resolved,3.7,No,Standard support request
TKT000464,C015,P009,2026-05-29,Product Quality,Defective Product,High,Email,7,65,Resolved,3.2,Yes,Customer reported repeated issue
TKT000465,C001,P010,2026-06-03,Delivery,Late Delivery,Medium,Chat,10,27,Resolved,3.0,No,Standard support request
TKT000466,C002,P011,2026-06-08,Payment,Payment Failed,High,Phone,13,37,Resolved,3.7,No,Standard support request
TKT000467,C003,P012,2026-06-13,Account,Login Issue,Medium,Web,16,47,Resolved,4.4,No,Standard support request
TKT000468,C004,P001,2026-06-18,Product Information,Wrong Specification,Medium,Email,1,39,Open,3.0,No,Standard support request
TKT000469,C005,P002,2026-06-23,Refund,Refund Pending,High,Chat,4,49,Resolved,3.7,Yes,Standard support request
TKT000470,C006,P003,2026-06-28,Technical,App Error,High,Phone,7,59,Resolved,4.4,Yes,Standard support request
TKT000471,C007,P004,2026-01-03,Order,Order Cancellation,Low,Web,10,69,Resolved,3.0,Yes,Standard support request
TKT000472,C008,P005,2026-01-08,Product Quality,Defective Product,High,Email,13,79,Resolved,3.7,Yes,Standard support request
TKT000473,C009,P006,2026-01-13,Delivery,Late Delivery,Medium,Chat,16,89,Resolved,4.4,Yes,Standard support request
TKT000474,C010,P007,2026-01-18,Payment,Payment Failed,High,Phone,1,9,Resolved,3.0,No,Standard support request
TKT000475,C011,P008,2026-01-23,Account,Login Issue,Medium,Web,4,19,Resolved,3.7,No,Standard support request
